id,title,linkedCanyons,effectiveDate,reviewReasons,textUrl
573,Arrêté municipal (La Bâthie) - 10 juin 2025,1,10 juin 2025,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/573/legislation.html
565,Arrêté municipal (Hermillon) - 11 mars 2025,1,11 mars 2025,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/565/legislation.html
562,Arrêté préfectoral (Savoie) - 01 juil 2019,1,01 juil 2019,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/562/legislation.html
556,Arrêté - 16 mai 2018,1,16 mai 2018,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/556/legislation.html
552,Arrêté municipal (Arâches-la-Frasse) - 17 juil 2024,1,17 juil 2024,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/552/legislation.html
536,Arrêté municipal (Foncine-le-Bas) - 14 avr 2023,1,14 avr 2023,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/536/legislation.html
529,Convention - 01 juil 2019,1,01 juil 2019,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/529/legislation.html
524,Arrêté municipal (Le Bourg-d'Oisans) - 24 août 2023,1,24 août 2023,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/524/legislation.html
522,Arrêté municipal (Curienne) - 22 juin 2023,1,22 juin 2023,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/522/legislation.html
519,Arrêté municipal (La Roche-de-Rame) - 07 mars 2022,1,07 mars 2022,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/519/legislation.html
516,"Arrêté municipal (Rovon, Saint-Gervais) - 06 juil 2023",1,06 juil 2023,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/516/legislation.html
514,Arrêté municipal (Rousses) - 14 avr 2023,1,14 avr 2023,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/514/legislation.html
512,Arrêté municipal (Chamaloc) - 28 juin 2022,1,28 juin 2022,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/512/legislation.html
511,Arrêté municipal (L'Argentière-la-Bessée) - 06 juil 2021,1,06 juil 2021,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/511/legislation.html
505,Arrêté municipal (Sewen) - 07 mars 2023,1,07 mars 2023,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/505/legislation.html
504,Arrêté municipal (Saint-Georges-les-Bains) - 04 avr 2023,1,04 avr 2023,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/504/legislation.html
503,Arrêté municipal (Breil-sur-Roya) - 04 avr 2023,1,04 avr 2023,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/503/legislation.html
495,"Arrêté municipal (Cerdon, Boyeux-Saint-Jérôme) - 10 jan 2022",1,10 jan 2022,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/495/legislation.html
490,Arrêté - 04 août 2022,1,04 août 2022,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/490/legislation.html
485,Arrêté municipal (Escragnolles) - 14 juin 2022,1,14 juin 2022,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/485/legislation.html
476,"Arrêté municipal (Corsavy, Arles-sur-Tech) - 05 mars 2019",1,05 mars 2019,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/476/legislation.html
469,Arrêté municipal (La Rivière) - 15 avr 2022,1,15 avr 2022,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/469/legislation.html
460,Arrêté municipal (Mostuéjouls) - 02 août 2021,1,02 août 2021,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/460/legislation.html
459,Arrêté municipal (Èze) - 27 jan 2022,1,27 jan 2022,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/459/legislation.html
457,Arrêté municipal (Val Buëch-Méouge) - 10 mars 2021,1,10 mars 2021,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/457/legislation.html
456,Arrêté municipal (Vulvoz) - 14 déc 2021,1,14 déc 2021,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/456/legislation.html
450,Arrêté municipal (Finestret) - 28 juil 2015,1,28 juil 2015,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/450/legislation.html
436,Arrêté - 30 avr 2021,1,30 avr 2021,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/436/legislation.html
431,Arrêté - 24 juil 2018,1,24 juil 2018,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/431/legislation.html
416,Arrêté - 12 fév 2021,1,12 fév 2021,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/416/legislation.html
411,Arrêté municipal (Saint-Vincent-de-Mercuze) - 20 juil 2020,1,20 juil 2020,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/411/legislation.html
400,Convention - 10 juil 2018,1,10 juil 2018,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/400/legislation.html
395,Arrêté municipal (Les Planches-en-Montagne) - 09 juil 2018,1,09 juil 2018,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/395/legislation.html
383,Arrêté municipal (Auriac) - 15 mai 2017,1,15 mai 2017,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/383/legislation.html
379,Arrêté (Parc national des Cévennes) - 03 mai 2016,1,03 mai 2016,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/379/legislation.html
358,Arrêté municipal (Bayons) - 10 juil 2014,1,10 juil 2014,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/358/legislation.html
346,Information - 01 juil 2016,1,01 juil 2016,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/346/legislation.html
339,Arrêté municipal (Borne) - 03 mai 2016,1,03 mai 2016,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/339/legislation.html
311,Arrêté municipal (Saligos) - 19 juin 2015,1,19 juin 2015,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/311/legislation.html
304,Arrêté (Andalucía) - 11 fév 2011,1,11 fév 2011,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/304/legislation.html
295,Arrêté municipal (Larrau) - 18 juin 2014,1,18 juin 2014,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/295/legislation.html
294,Arrêté - 20 mai 2014,1,20 mai 2014,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/294/legislation.html
292,Arrêté municipal (Lescun) - 05 mai 2014,1,05 mai 2014,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/292/legislation.html
276,Arrêté municipal (Tignale) - 29 mars 2012,1,29 mars 2012,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/276/legislation.html
275,Arrêté municipal (Rabou) - 04 juil 2013,1,04 juil 2013,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/275/legislation.html
268,Arrêté municipal (Vacheresse) - 12 juil 2013,1,12 juil 2013,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/268/legislation.html
264,Arrêté municipal (Guillaumes) - 25 fév 2012,1,25 fév 2012,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/264/legislation.html
254,Arrêté - 29 juin 2011,1,29 juin 2011,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/254/legislation.html
253,Arrêté préfectoral (Ain) - 15 mai 2012,1,15 mai 2012,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/253/legislation.html
234,"Arrêté municipal (Saint-Guillaume, Saint-Andéol) - 07 juin 2012",1,07 juin 2012,,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/234/legislation.html
